final_founding,STATE,DISTRICT_NAME,SCHOOL_NAME,vb_school,char_diff,kshetra,pranta,district,locality,loc2,lon,lat,avg_year
1992,Uttar Pradesh,Jyotiba Phule Nagar (AMROHA),SARASWATI SISHU MANDIR GAJRAULA,"PU. SHAMBHUDUTT SARASWATI SHISHU MANDIR, AMROHA",0.5106383,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Amroha,amroha,"amroha, Amroha, India",78.46731799999999,28.9051778,1999
1967,Punjab,HOSHIARPUR,JAIN PATHSHALA HOSHIARPUR,"PUBLIC HIGH SCHOOL, AMROH, HOSHIARPUR",0.4864865,Vidya Bharti Uttar Kshetra,Punjab,Hoshiarpur,Hoshirapur,"Hoshirapur, Hoshiarpur, India",75.911483,31.5143178,1969.1666666666667
1985,Punjab,HOSHIARPUR,SARVHITKARI VIDYA MANDIR TALWARA,"PUNJAB GURBAJSY RAY SARVHITKARI VIDYA MANDIR, RALLY, POST DAGAN, TEHSIL MUKERIYA",0.375,Vidya Bharti Uttar Kshetra,Punjab,Hoshiarpur,Rally,"Rally, Hoshiarpur, India",75.911483,31.5143178,1999.75
2015,Punjab,AMRITSAR,"MADHAV SARV HITKARI VIDYA MANDIR, MADHAV SADAN, BHARAT NAGAR","PUNJAB MUNI LAL SARVHITKARI VIDYA MANDIR, DHARAMCOAT, BAGGA",0.5,Vidya Bharti Uttar Kshetra,Punjab,Amritsar,"Dharamcoat, Bagga","Dharamcoat, Bagga, Amritsar, India",75.181533,31.8716516,2010
2008,Bihar,BHAGALPUR,SANT CHETAN HARI SARSWATI SHISHU MANDIR,"PURANMAL SAVITRI DEVI BAJORIYA SARASWATI SHISHU MANDIR, NARGAKOTHI",0.469697,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Bhagalpur,BHAGALPUR,"BHAGALPUR, Bhagalpur, India",86.9842256,25.242453,2000.3333333333333
2004,Uttar Pradesh,BIJNOR,BABA NOTGIRI SARASVATI SHISHU MANDIR SHAHBAJPUR,"PUROSHOTTAM SHARAN BHANU PRAKASH SARASWATI SHISHU MANDIR, NAGINA ROAD DHAMPUR",0.4285714,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Bijnor,Bijnor,"Bijnor, Bijnor, India",78.1350904,29.3731673,1999.1538461538462
1970,Uttar Pradesh,Jyotiba Phule Nagar (AMROHA),CHANDRA KALI BAL VIDHYA MANDIR,"PURUSHOTTAM SARAN RAM MURTI BALIKA VIDYA MANDIR, HASANPUR",0.4035088,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Amroha,Hasanpur,"Hasanpur, Amroha, India",78.2846303,28.7237807,1990.625
1996,Uttar Pradesh,BAREILLY,MAHADEV SARSWATI VIDYA MANDIR,"PUSHPA DEVI SARAWATI VALIKA VIDHYA MANDIR, FARIDPUR",0.5098039,Vidya Bharti Paschimi Uttar Pradesh,Braj,Bareilly,Faridpur,"Faridpur, Bareilly, India",79.53776169999999,28.2091237,1992.25
2004,West Bengal,MURSHIDABAD,SARASWATI SHISHU MANDIR (BACHRA),"PUSHPALATA DEVI SARASWATI SHISHU MANDIR, BIRPANCHANAN",0.5283019,Vidya Bharti Purav Kshetra,Dakshin Banga,Murshidabad,Birpanchanan,"Birpanchanan, Murshidabad, India",88.2801785,24.1759039,2001.9166666666667
1992,Uttarakhand,UDHAM SINGH NAGAR,PUSHPA PRIYANKA S. VIDYA MANDIR I.C.,PUSPA PRIYANKA SARSWATI VIDYA MANDIR I C NANAKMATTA,0.6078431,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Udham Singh Nagar,Nanakmatta,"Nanakmatta, Udham Singh Nagar, India",79.8156667,28.9409799,1995.5
2003,Kerala,KOLLAM,PUTHIYAKAVU CENTRAL SCHOOL,"PUTHIYAKAVU CENTRAL SCHOOL, MAMOOTTILKADAVU",0.60465120000000006,Vidya Bharti Dakshin Kshetra,Kerala,Kollam,KAVANADU,"KAVANADU, Kollam, India",76.5595359,8.9190445,2000.7272727272727
1951,Karnataka,DAKSHINA KANNADA,AIDED HIGHER PRIMARY SCHOOL SULKERI,"PVT. AIDED HR. PRI. SCHOOL
SULKERI, SULKERI",0.4651163,Vidya Bharti Dakshin Madhya Kshetra,Karnataka,Dakshina Kannada,Sulkeri,"Sulkeri, Dakshina Kannada, India",75.1924755,13.0788265,1969.9
2001,Madhya Pradesh,BETUL,PVT SARSWATI SHISHU MANDIR RAJEGAON,PVT. SARSWATI SHISHU MANDIR VIJAYGRAM,0.7837838,Vidya Bharti Madhya Kshetra,Madhya Bharat,Betul,BETUL,"BETUL, Betul, India",77.8960201,21.9011601,2003.5833333333333
2010,Rajasthan,CHURU,SHRI JAGANNTH BALIKA ADARSH VIDYA MANDIR TARANAGAR,PYARIDEVI HANUMAN BAGS TAPDIYA UPPER PRIMARY ADARSH VIDYA MANDIR JASAWANTGARH,0.4805195,Vidya Bharti Rajasthan Kshetra,Jaipur,Churu,jasawantgarh,"jasawantgarh, Churu, India",74.9707262,28.2925364,2000.1818181818182
2010,Rajasthan,CHURU,SHRI JAGANNTH BALIKA ADARSH VIDYA MANDIR TARANAGAR,"PYARIDEVI HANUMANBUGAS TAPRIYA ADARSH VIDYA MANDIR, JASWANTGARH",0.5873016,Vidya Bharti Rajasthan Kshetra,Jaipur,Churu,Jaswantgarh,"Jaswantgarh, Churu, India",74.45842449999999,27.6523526,1996.1818181818182
1963,Delhi,NEW DELHI,CO-ED SR SEC ANSARI NAGAR,"R.A.GEETA CO-ED SR. SECONDARY, SHANKAR NAGAR",0.5,Vidya Bharti Uttar Kshetra,Delhi,New Delhi,Delhi,"Delhi, New Delhi, India",77.2090212,28.6139391,1964.5833333333333
2007,Uttar Pradesh,SAMBHAL (BHIM NAGAR),J.H.S.SAWRA JASRAT NAGLA,"R.D.S.S.V MANDIR, BABRALA SAMBHAL",0.4242424,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Sambhal,Sambhal,"Sambhal, Sambhal, India",78.5717631,28.5903614,1992.090909090909
1997,Uttar Pradesh,BAHRAICH,SARASWATI VIDYA MANDIR INTER COLLEG,"R.N.M SARASWATI VIDYA MANDIR, NANPARA BAHRAICH",0.5652174,Vidya Bharti Purvi Uttar Pradesh,Awadh,Bahraich,Nanpara,"Nanpara, Bahraich, India",81.4992884,27.8674709,1993.7
2016,Uttar Pradesh,SIDDHARTHNAGAR,JAY MATA DI INTER COLLEGE GHOSHIYARI SIDDHARTHNAGAR,"R.P.J.S.S.M INTER COLLEGE, TETARI BAZAR SIDDHARTH NAGAR",0.5818182,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Siddharthnagar,Tetari Bazar,"Tetari Bazar, Siddharthnagar, India",83.0831116,27.2891512,1972.75
1994,Delhi,NORTH WEST DELHI,"R.R.GITA BAL BHARTI PUBLIC SCHOOL, JALEBI CHOWK SULTAN PURI , DELHI","R.R. GITA BAL BHARTI PUBLIC SCHOOL, JALEBI CHOWK SULTANPURI",0.850746268656716,Vidya Bharti Uttar Kshetra,Delhi,North West Delhi,Delhi,"Delhi, North West Delhi, India",77.0685134,28.7186211,1992.2
1979,Uttar Pradesh,BIJNOR,SARASWATI VIDYA MANDIR INTER COLLEGE CHANDPUR,"R.R. SARASWATI VIDYA MANDIR INTER COLLEGE NAGINA ROAD, DHAMPUR",0.6774194,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Bijnor,Dhampur,"Dhampur, Bijnor, India",78.5033076,29.3080255,1994.2666666666667
1982,Uttarakhand,UDHAM SINGH NAGAR,SARASWATI SHISHU MANDIR KESHAVNAGAR,"R.S.A SARASWATI SHISHU MANDIR, P.M.V NAGLA",0.6428571,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Udham Singh Nagar,Naqla,"Naqla, Udham Singh Nagar, India",79.5153773,28.9609653,1984.7777777777778
1986,Bihar,BHOJPUR,P.S. SINGHI TALA,R.S.C.D.V.M.SINGHI-AARAH,0.4583333,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Bhojpur,Singhi-Aarah,"Singhi-Aarah, Bhojpur, India",84.6707959,25.5815708,1960.3
2013,Himachal Pradesh,SOLAN,R.V.V SARASWATI VIDYAMANDIR SOLAN,R.V.V. SARASWATI VIDYA MANDIR MALL ROAD SOLAN,0.7333333,Vidya Bharti Uttar Kshetra,Himachal Pradesh,Solan,solan,"solan, Solan, India",77.09990309999999,30.9084245,1996.4
1989,Assam,KARIMGANJ,RABINDRA NATH SIKSHA NIKETAN VLP,"RABINDRA NATH VIDYA NIKETAN, KALACHERRA",0.6410256,Vidya Bharti Purvottar Kshetra,Dakshin Assam,Karimganj,Kalacherra,"Kalacherra, Karimganj, India",92.4857648,24.6990037,1986.3333333333333
2014,Delhi,SOUTH DELHI,"ADARSH VIDYA NIKETAN,SANGAM VIHAR","RADHA KRISHAN VIDYA NIKETAN, SECTOR -4 PUSHP VIHAR",0.56,Vidya Bharti Uttar Kshetra,Delhi,South Delhi,Pushp Vihar,"Pushp Vihar, South Delhi, India",77.2225225,28.5236421,1995.8461538461538
1994,Uttar Pradesh,GAUTAM BUDDHA NAGAR,BADAMI DEVI VIDYA MANDIR INTER COLL,"RADHA KRISHNA SARASWATI BALIKA VIDYA MANDIR, NITHARI SEC-31",0.4237288,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Gautam Budh Nagar,GAUTAMBUDH NAGAR,"GAUTAMBUDH NAGAR, Gautam Budh Nagar, India",77.55076199999999,28.358983,1999.8333333333333
1995,Haryana,AMBALA,RADHA LAL GEETA VIDYA MANDIR,"RADHA LAL GITA VIDYA MANDIR, NEAR GRASS MARKET, AMBALA CITY",0.4237288,Vidya Bharti Uttar Kshetra,Haryana,Ambala,Ambala City,"Ambala City, Ambala, India",76.782122,30.3752011,1997.909090909091
2009,West Bengal,PASCHIM MEDINIPUR,SRINIBAS BILASIBALA SARASWATI SISHU MANDIR,"RADHABALLAV HATI SMRITI SARASWATI SHISHU MANDIR, GOPALPUR",0.4736842,Vidya Bharti Purav Kshetra,Dakshin Banga,Paschim Medinipur,Gopalpur,"Gopalpur, Paschim Medinipur, India",87.7492683,22.6190608,2008
1987,Uttarakhand,UDHAM SINGH NAGAR,SARASWATI V MANDIR INTER COLLEGE,"RADHAKRISHAN SARSWATI VIDYA MANDIR INTER COLLEGE, BAZPUR",0.5535714,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Udham Singh Nagar,Bazpur,"Bazpur, Udham Singh Nagar, India",79.1463868,29.1585345,1979.4
2011,Bihar,ARARIA,MAHARSHI MEHI VIDYA MANDIR NIKETAN RANGANJ,"RADHAKRISHNA SARASWATI VIDYA MANDIR , PATELNAGAR JOGBANI",0.5,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,Araria,JOGBANI,"JOGBANI, Araria, India",87.2568579,26.3991195,1986.2857142857142
2004,Kerala,MALAPPURAM,DEVIKRIPA VIDYA NIKETHAN SASTHAVANGOTTUPURAM,"RADHAKRISHNA VIDYANIKETHAN
KOOTTIL ROAD , MANKADA 
MALAPPURAM",0.4262295,Vidya Bharti Dakshin Kshetra,Kerala,Malappuram,MANKADA,"MANKADA, Malappuram, India",76.1759637,11.0188879,2000.9
2014,Uttar Pradesh,SAMBHAL (BHIM NAGAR),SHRI HARI SARWASATI SHIKSHA MANDIR JHS,"RADHE SHAYAM PRABHAVATI SARASWATI SHISHU MANDIR, BAHJOI SAMBHAL",0.4603175,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Sambhal,Bahjoi,"Bahjoi, Sambhal, India",78.6171753,28.3868609,2002.8
1998,Uttar Pradesh,BAREILLY,PT. SHYAMA CHARAN SARASWATI SHISHU MANDIR,"RADHELAL KANTHIRAM SARASWATI SHISHU MANDIR, 85 GANDHI NAGAR",0.4745763,Vidya Bharti Paschimi Uttar Pradesh,Braj,Bareilly,BAREILLY,"BAREILLY, Bareilly, India",79.4304381,28.3670355,1995.5
2003,Uttar Pradesh,MEERUT,RADHAY SAYAM MORARKA SARSWATI VIDYA MANDIR,"RADHEYSHYAM MORARKA SARASWATI VIDYA MANDIR, MADHAV KUNJ SEC-4C SHATABDI NAGAR",0.4935065,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Meerut,Meerut,"Meerut, Meerut, India",77.7064137,28.9844618,1998.375
2008,Bihar,AURANGABAD (BIHAR),SHID JAGATPATI SARSWATI VIDYA MANDIR,RAGHAV NARAYAN SARASWATI VIDYA MANDIR,0.675675675675676,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,Aurangabad,AURANGABAD,"AURANGABAD, Aurangabad, India",75.3433139,19.8761653,2000
1993,Gujarat,BHAVNAGAR,RAGHUKUL VIDHYADHAM PRA SHALA,RAGHUKUL VIDYADHAM  BHAVNAGAR,0.689655172413793,Vidya Bharti Paschimi Kshetra,Gujarat,Bhavnagar,Bhavnagar,"Bhavnagar, Bhavnagar, India",72.15193040000001,21.7644725,1995.4
1993,Gujarat,BHAVNAGAR,RAGHUKUL VIDHYADHAM PRA SHALA,RAGHUKULK VIDYADHAM,0.5862069,Vidya Bharti Paschimi Kshetra,Gujarat,Bhavnagar,Bhavnagar,"Bhavnagar, Bhavnagar, India",72.15193040000001,21.7644725,1999.2222222222222
2016,Uttar Pradesh,AMBEDKAR NAGAR,JAINARAYAN SARSWATI VIDAYA MANDIR MALIPUR,"RAGHUVANSH PARASHNATH SARASWATI VIDYA MANDIR, DEORIA",0.5192308,Vidya Bharti Purvi Uttar Pradesh,Awadh,Ambedkar Nagar,Deoria,"Deoria, Ambedkar Nagar, India",82.6915429,26.4683952,1998.3
1986,Uttar Pradesh,SIDDHARTHNAGAR,P.S. SARASVATI BAL VIDYA T.A.,"RAGHUVAR PRASAD JAISWAL SARASWATI BALIKA VIDYALAYA, TETRI BAZAR",0.3809524,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Siddharthnagar,Tetri Bazar,"Tetri Bazar, Siddharthnagar, India",83.0855136,27.2715204,1995.2666666666667
2009,Madhya Pradesh,BHIND,SANSKAR SHIKSHA ACADEMY GORMI,RAGHUVAR SHIKSHA ACADEMY,0.6206897,Vidya Bharti Madhya Kshetra,Madhya Bharat,Bhind,Alampur,"Alampur, Bhind, India",78.79424379999999,26.0248561,2009.5555555555557
1997,Uttar Pradesh,HAMIRPUR (U.P.),MAN SARASWATI SHIKSHA MANDIR,RAJA BAHADUR SAMAR SINGH SARASWATI SHISHU MANDIR SARILA,0.4545455,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Hamirpur,Sarila,"Sarila, Hamirpur, India",79.6782755,25.7739672,1991.357142857143
1983,Tamil Nadu,VILUPPURAM,RAMAKRISHNA VIDYALAYA MATRIC HR. SEC. SCHOOL,RAJA DESINGH VIDHYALAYA MATRIC HR.SEC SCHOOL,0.7727273,Vidya Bharti Dakshin Kshetra,Uttar Tamil Nadu,Viluppuram,"gingee tk,viluppuram dt","gingee tk,viluppuram dt, Viluppuram, India",79.4923185,11.9533836,1992.6666666666667
1984,Tamil Nadu,VILUPPURAM,RAJA DESINGH VIDHYALAYA MATRIC SCHOOL SATHIYAMANGALAM,"RAJA DESINGH VIDYALAYA MAT. SCHOOL, BIG STREET, AVALURPET",0.5964912,Vidya Bharti Dakshin Kshetra,Uttar Tamil Nadu,Viluppuram,AVALURPET,"AVALURPET, Viluppuram, India",79.244717,12.34219,1985.111111111111
1981,Bihar,JEHANABAD,LT. ANANT SAHU H.S  PALI BAZAR,RAJA RAM SAHU SSM USRI BAZAR,0.566666666666667,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Jehanabad,Usri,"Usri, Jehanabad, India",85.069451,25.2646424,1978.909090909091
1983,Uttar Pradesh,SULTANPUR,PS SARASWATI SHISHU MANDIR VIVEKANAND NAGAR,"RAJARAM SARASWATI SHISHU VIDYA MANDIR, NARAYANPUR SULTANPUR",0.5084746,Vidya Bharti Purvi Uttar Pradesh,Kashi,Sultanpur,Narayanpur,"Narayanpur, Sultanpur, India",82.0727177,26.2264733,1993.9545454545455
1993,West Bengal,NADIA,RAJARGHAT NABADWIP SARADA SHISHU TIRTHA PRATA,RAJARGHAT NABADWIP SARADA SHISHU THIRTHA(DIBA),0.8478261,Vidya Bharti Purav Kshetra,Dakshin Banga,Nadia,"Nabadwip, Diba","Nabadwip, Diba, Nadia, India",88.3658569,23.4036694,1995.111111111111
1993,West Bengal,NADIA,RAJARGHAT NABADWIP SARADA SHISHU TIRTHA PRATA,RAJARGHAT NABADWIP SARADA SHISHU THIRTHA(PRATA),0.9361702,Vidya Bharti Purav Kshetra,Dakshin Banga,Nadia,"Nabadwip, Prata","Nabadwip, Prata, Nadia, India",88.3658569,23.4036694,1995.1
2008,Uttar Pradesh,LUCKNOW,RAJENDRA SINGH SARASWATI SISU MANDIR,"RAJENDRA NATH SINHA SARASWATI SHISHU MANDIR, BAROODKHANA LUCKNOW",0.53125,Vidya Bharti Purvi Uttar Pradesh,Awadh,Lucknow,Lucknow,"Lucknow, Lucknow, India",80.94616599999999,26.8466937,2002.2727272727273
1982,Bihar,DARBHANGA,RAJENDRA SARSWATI SHISHU MANDIR BIRAUL,RAJENDRA SARASWATI SHISHU MANDIR BIRAUL DARBHANGA,0.775510204081633,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,Darbhanga,Darbhanga biraul,"Darbhanga biraul, Darbhanga, India",86.2437941,25.9426399,1989.4444444444443
2008,Uttar Pradesh,LUCKNOW,RAJENDRA SINGH SARASWATI SISU MANDIR,"RAJENDRA SINGH SARASWATI SHISHU MANDIR, MAMPUR BANA, BAKSHI KA TALAB",0.5294118,Vidya Bharti Purvi Uttar Pradesh,Awadh,Lucknow,Mampur Bana,"Mampur Bana, Lucknow, India",80.93045080000002,26.9970143,1997.3076923076924
2007,Bihar,PURBA CHAMPARAN,NPS BARWA NUT TOLI ARERAJ,"RAJENDRA SSM, GOVINDAPUR, ARERAJ",0.375,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,East Champaran,Areraj,"Areraj, East Champaran, India",84.6662199,26.5528394,1978.857142857143
2012,West Bengal,SOUTH  TWENTY FOUR PARGAN,NABARUN SARASWATI SHISHU MANDIR,RAJENDRANATH SMRITI SARASWATI SHISHU MANDIR,0.6511628,Vidya Bharti Purav Kshetra,Dakshin Banga,South 24 Parganas,Sagar,"Sagar, South 24 Parganas, India",88.0583123,21.6458446,2000.7
1986,Uttar Pradesh,SAMBHAL (BHIM NAGAR),SARASWATI VIDHYA MANDIR INTER COLLEGE,"RAJESH KUMAR SARASWATI VIDYA MANDIR INTER COLLEGE COLLEGE, CHANDAUSI",0.5147059,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Sambhal,Chandausi,"Chandausi, Sambhal, India",78.7849815,28.4558235,1984.090909090909
2000,Uttar Pradesh,KANPUR NAGAR,ADARSH SARASWATI SHISHU MANDIR PS,"RAJESHWARI SARASWATI SHISHU VATIKA, FAITHFUL GANJ",0.4693878,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Kanpur Nagar,Kanpur,"Kanpur, Kanpur Nagar, India",80.3318736,26.449923,1996.4
1978,Jharkhand,DHANBAD,RAJKAMAL SARASWATI VIDYA MANDIR,"RAJKAMAL SARASWATI VIDYA MANDIR, ASHOK NAGAR, DHANSAR",0.5849057,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Dhanbad,Dhanbad,"Dhanbad, Dhanbad, India",86.43038589999999,23.7956531,1996
2002,Uttar Pradesh,LUCKNOW,RAMKISHORE DUBE SARASWATI SHIS,"RAJKISHORE DUBEY SARASWATI SHISHU MANDIR, SARASWATI PURAM",0.5087719,Vidya Bharti Purvi Uttar Pradesh,Awadh,Lucknow,Saraswati Puram,"Saraswati Puram, Lucknow, India",81.0166287,26.8447455,1998.3636363636363
1982,Uttarakhand,GARHWAL,SARSWATI VIDYA MANDIR INTER COLLEGE JANKINAGAR,RAJMATI DEVI SARASWATI VIDYA MANDIR INTER COLLEGE TIMLI PAURI,0.6229508,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Pauri Garhwal,Timli,"Timli, Pauri Garhwal, India",78.7825072,30.1461993,1982.4444444444443
2001,Uttar Pradesh,SAMBHAL (BHIM NAGAR),RAM MURTI DEVI INTER COLLEGE SHIV DUTT NAGAR DEHRI JAGGU,"RAJRANI DEVI S.V.M. INTER COLLEGE, HAZRAT NAGAR GARHI, SAMBHAL",0.5,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Sambhal,Sambhal,"Sambhal, Sambhal, India",78.5717631,28.5903614,1993.909090909091
1994,Uttar Pradesh,SAMBHAL (BHIM NAGAR),GYANA DEVI SARASWATI KANYA HIGH SCH,RAJRANI DEVI SARASWATI VIDYA MANDIR HAZRATNAGAR GARHI,0.471698113207547,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Sambhal,sambhal,"sambhal, Sambhal, India",78.5717631,28.5903614,1994.6666666666667
1986,Uttar Pradesh,SAMBHAL (BHIM NAGAR),SARASWATI VIDHYA MANDIR INTER COLLEGE,RAJRANI DEVI SARASWATI VIDYA MANDIR INTER COLLEGE H.N.GARHI,0.593220338983051,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Sambhal,sambhal,"sambhal, Sambhal, India",78.5717631,28.5903614,1983.75
1998,Uttar Pradesh,FAIZABAD,OM PRAKASH TRIPATHI SHISHU MANDIR PRATHAMIK VIDYALAYA,RAM AASRE SARSWATI SHISHU MANDIR KARNPUR KTARI AYODHYA,0.5,Vidya Bharti Purvi Uttar Pradesh,Awadh,Faizabad,Bikapur,"Bikapur, Faizabad, India",82.13328179999999,26.596963,1989.625
1980,Jharkhand,BOKARO,RAMADHAR SINGH SARASWATI SHISHU MANDIR,RAM DAS SINGH SARSWATI SHISHU VIDYA MANDIR CENTRAL COLONY MAKOLI,0.5,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Bokaro,bokaro,"bokaro, Bokaro, India",86.15111200000001,23.6692956,1988.8333333333333
1980,Jharkhand,BOKARO,RAMADHAR SINGH SARASWATI SHISHU MANDIR,RAM DAS SINGH SARSWATI SHISHU VIDYA MANDIR MAKOLI,0.6530612,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Bokaro,Bokaro,"Bokaro, Bokaro, India",86.15111200000001,23.6692956,1994.6666666666667
2003,Uttar Pradesh,KANNAUJ,MA SARSWATI SISHU MANDIR TAHA,"RAM DULARI GAHOI SARASWATI SHISHU MANDIR, TIRWA GANJ",0.5384615,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Kannauj,Kannauj,"Kannauj, Kannauj, India",79.9136731,27.0514156,1999.5238095238096
1973,Uttar Pradesh,AMBEDKAR NAGAR,SARASWATI SHISHU VM LOHIYANAGA,"RAM HARAKH SARASWATI SHISHU MANDIR, LOHIANAGAR",0.5652174,Vidya Bharti Purvi Uttar Pradesh,Awadh,Ambedkar Nagar,Lohianagar,"Lohianagar, Ambedkar Nagar, India",82.6915429,26.4683952,1991.6666666666667
1973,Uttar Pradesh,AMBEDKAR NAGAR,SARASWATI SHISHU VM LOHIYANAGA,"RAM HARKH  SARSWATI SHISHU MANDIR, LOHIA NAGAR",0.5434783,Vidya Bharti Purvi Uttar Pradesh,Awadh,Ambedkar Nagar,Akbarpur,"Akbarpur, Ambedkar Nagar, India",82.5331119,26.4269869,1989.3
1988,Delhi,SOUTH DELHI,SAI SHANKAR VIDHYA NIKETAN,"RAM KRISHAN SARASWATI VIDYA NIKETAN, KALKAJI",0.4772727,Vidya Bharti Uttar Kshetra,Delhi,South Delhi,Kalkaji,"Kalkaji, South Delhi, India",77.25915789999999,28.5399515,1994
2012,Uttar Pradesh,BAHRAICH,PANDIT JANKI PRASAD SHUKL AWADHRANI VIDYA MANDIR BADHAIYA KALAN,"RAM NARAYAN MADESHIYA SARASWATI VIDYA MANDIR, NANPARA, BAHRIACH",0.4126984,Vidya Bharti Purvi Uttar Pradesh,Awadh,Bahraich,"Nanpara, Bahriach","Nanpara, Bahriach, Bahraich, India",81.5806252,27.5912306,1998
1996,Uttar Pradesh,FAIZABAD,MAHATMA JAGJIWAN SAHAB JHS RAM NAGAR AMANIGANJ FAIZABAD,"RAM NARAYAN SARSWATI SHISHU MANDIR, TELIYAGARH GOSHAINGANJ FAIZABAD",0.4626866,Vidya Bharti Purvi Uttar Pradesh,Awadh,Faizabad,Goshainganj,"Goshainganj, Faizabad, India",82.3820274,26.56989,1994.3636363636363
1986,Jharkhand,RAMGARH,SARASWATI VIDYA MANDIR,RAM PRASAD CHANDRA BHAN SARASWATI VIDYA MANDIR,0.4782609,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Ramgarh,Ramgarh Cantt,"Ramgarh Cantt, Ramgarh, India",85.5124209,23.6362593,1986
1991,Bihar,SITAMARHI,SARASWATI VIDYA MANDIR SITAMARHI,RAM PRASAD GOMTI DEVI KHETAN SARASWATI SHISHU / BALIKA VIDYA MANDIR MELA ROAD SITAMARHI,0.367816091954023,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,Sitamarhi,SITAMARHI,"SITAMARHI, Sitamarhi, India",85.5012971,26.5886976,1986.2727272727273
2000,Bihar,SUPAUL,RAM PRASAD SAWITRI DEVI SARSWATI SHISHU MANDIR,"RAM PRASAD SAVITRI DEVI SARASWATI SHISHU MANDIR, PIPRAHI, SIMRAHI, SUPAUL",0.616438356164384,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,Supaul,SIMRAHI,"SIMRAHI, Supaul, India",86.84963979999999,26.3111614,2003.625
1989,Uttar Pradesh,HARDOI,NEW BAL VIDYA MANDIR MADHOGANJ,"RAM RANI VIDYA MANDIR, MADHOGANJ",0.78125,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Hardoi,Madhoganj,"Madhoganj, Hardoi, India",80.1484407,27.1147181,1994.5
1995,Chhattisgarh,BALRAMPUR,SARASWAT SHISHU MANDIR B.PUR,"RAM VILAS SARASWATI SHISHU MANDIR, TULSIPUR",0.60465120000000006,Vidya Bharti Purvi Uttar Pradesh,Awadh,Balrampur,Tulsipur,"Tulsipur, Balrampur, India",82.4156829,27.5246311,1995.6315789473683
1993,Uttar Pradesh,BUDAUN,RAM SWARROP GANGA DEVI SARASWATI VIDYA MANDIR J H S,RAMA SWAROOP GANGA DEVI SHISHU VIDYA MANDIR DATAGANJ BADAUN,0.6271186,Vidya Bharti Paschimi Uttar Pradesh,Braj,Badaun,budaun,"budaun, Badaun, India",79.1271229,28.0311101,2002.3333333333333
1995,Uttar Pradesh,BULANDSHAHR,LALTA PRASAD SARASWATI BALIKA VIDYA MANDIR,RAMAMURTI HARSWROOP SARASWATI BALIKA VIDYA MANDIR I.C KHURIA,0.5833333,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Bulandshahr,KHURIA,"KHURIA, Bulandshahr, India",77.854903,28.2489801,1999
2016,Uttar Pradesh,PRATAPGARH,1606 SARASWATI SHISHU MANDIR U M V GARWARA,"RAMANAND SARASWATI SHISHU MANDIR, RAMPUR BAWLI",0.5869565,Vidya Bharti Purvi Uttar Pradesh,Kashi,Pratapgarh,Rampur,"Rampur, Pratapgarh, India",81.5850044,25.6470774,2004.142857142857
1956,Bihar,BHOJPUR,M. S.  KARNAUL CHANDI,RAMANANDI YAG.LAL S.M. BAHIYARA-P.O.NARHI CHANDI,0.3541667,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Bhojpur,Bahiyara,"Bahiyara, Bhojpur, India",84.7602807,25.5368262,1974.5
