Date,State,Municipality,Context/Bias Indicator,Fatal,Vandalism,FIR,CounterFIR,yearmon,loc,lon,lat
2017-04-08T00:00:00Z,Jammu and Kashmir,Jammu,Other,0,0,1,0,Apr 2017,"Jammu, Jammu and Kashmir",74.8570259,32.7266016
2017-05-21T00:00:00Z,Telangana,Medchal,Other,0,1,1,0,May 2017,"Medchal, Telangana",78.48048279999999,17.6323358
2017-06-07T00:00:00Z,Delhi,North East Delhi,Other,0,1,1,0,Jun 2017,"North East Delhi, Delhi",77.2580268,28.7183693
2017-06-09T00:00:00Z,Delhi,North East Delhi,Other,0,0,0,0,Jun 2017,"North East Delhi, Delhi",77.2580268,28.7183693
2017-06-22T00:00:00Z,Uttar Pradesh,Mau,Other,1,0,1,0,Jun 2017,"Mau, Uttar Pradesh",83.5610119,25.9462838
2017-06-28T00:00:00Z,Bihar,Muzaffarpur,Other,0,0,0,0,Jun 2017,"Muzaffarpur, Bihar",85.390982,26.1196607
2017-07-01T00:00:00Z,Uttar Pradesh,Meerut,Other,0,0,1,0,Jul 2017,"Meerut, Uttar Pradesh",77.7064137,28.9844618
2017-07-11T00:00:00Z,Haryana,Hisar,Other,0,0,0,0,Jul 2017,"Hisar, Haryana",75.7216527,29.1491875
2017-08-15T00:00:00Z,Telangana,Nizamabad,Other,0,0,1,0,Aug 2017,"Nizamabad, Telangana",78.09408669999999,18.6725047
2017-10-02T00:00:00Z,Uttar Pradesh,Noida,Other,0,1,0,0,Oct 2017,"Noida, Uttar Pradesh",77.3910265,28.5355161
2017-11-23T00:00:00Z,Uttar Pradesh,Baghpat,Other,0,0,1,0,Nov 2017,"Baghpat, Uttar Pradesh",77.22760699999999,28.9427827
2017-12-06T00:00:00Z,Rajasthan,Rajsamand,Other,1,0,1,0,Dec 2017,"Rajsamand, Rajasthan",73.88600339999999,25.0583257
2017-12-18T00:00:00Z,Uttar Pradesh,Aligarh,Other,0,0,0,0,Dec 2017,"Aligarh, Uttar Pradesh",78.0880129,27.8973944
2017-12-27T00:00:00Z,Gujarat,Vadodara,Other,0,0,1,0,Dec 2017,"Vadodara, Gujarat",73.1812187,22.3071588
2017-12-27T00:00:00Z,Gujarat,Vadodara,Other,0,1,1,0,Dec 2017,"Vadodara, Gujarat",73.1812187,22.3071588
2017-12-29T00:00:00Z,West Bengal,Birbhum,Other,0,0,0,1,Dec 2017,"Birbhum, West Bengal",87.6186379,23.8401675
2018-01-02T00:00:00Z,Karnataka,Dakshina Kannada,Other,0,0,1,0,Jan 2018,"Dakshina Kannada, Karnataka",75.2479061,12.8437814
2018-01-03T00:00:00Z,Karnataka,Dakshina Kannada,Other,1,0,1,0,Jan 2018,"Dakshina Kannada, Karnataka",75.2479061,12.8437814
2018-01-06T00:00:00Z,Uttar Pradesh,Muzaffarnagar,Other,0,0,0,0,Jan 2018,"Muzaffarnagar, Uttar Pradesh",77.7085091,29.4726817
2018-01-10T00:00:00Z,Jammu and Kashmir,Kathua,Other,1,0,1,0,Jan 2018,"Kathua, Jammu and Kashmir",75.5173465,32.3863082
2018-01-15T00:00:00Z,Gujarat,Ahmedabad,Other,0,1,0,0,Jan 2018,"Ahmedabad, Gujarat",72.5713621,23.022505
2018-01-19T00:00:00Z,Tamil Nadu,Chennai,Other,1,0,1,0,Jan 2018,"Chennai, Tamil Nadu",80.2707184,13.0826802
2018-01-27T00:00:00Z,Uttar Pradesh,Kasganj,Other,0,1,1,0,Jan 2018,"Kasganj, Uttar Pradesh",78.64610979999999,27.808529
2018-02-05T00:00:00Z,Rajasthan,Sirohi,Other,0,0,1,0,Feb 2018,"Sirohi, Rajasthan",72.8574558,24.8851548
2018-03-05T00:00:00Z,Gujarat,Gandhinagar,Other,1,0,1,0,Mar 2018,"Gandhinagar, Gujarat",72.63694149999999,23.2156354
2018-03-12T00:00:00Z,Madhya Pradesh,Ujjain,Other,0,1,0,0,Mar 2018,"Ujjain, Madhya Pradesh",75.7885163,23.1764665
2018-04-06T00:00:00Z,Uttarakhand,Rudraprayag,Other,0,1,1,0,Apr 2018,"Rudraprayag, Uttarakhand",78.9811407,30.2844141
2018-04-22T00:00:00Z,Tamil Nadu,Kanyakumari,Other,0,0,1,0,Apr 2018,"Kanyakumari, Tamil Nadu",77.5384507,8.0883064
2018-05-14T00:00:00Z,West Bengal,Hooghly,Other,0,0,1,0,May 2018,"Hooghly, West Bengal",88.3898552,22.9011588
2018-05-22T00:00:00Z,Uttarakhand,Nainital,Other,0,0,0,0,May 2018,"Nainital, Uttarakhand",79.4542033,29.3919202
2018-05-25T00:00:00Z,Jharkhand,Koderma,Other,0,1,1,0,May 2018,"Koderma, Jharkhand",85.59336449999999,24.4676805
2018-05-30T00:00:00Z,Haryana,Kamal,Other,0,0,1,0,May 2018,"Kamal, Haryana",75.1049137,29.7659267
2018-05-31T00:00:00Z,Meghalaya,Shillong,Other,0,0,1,0,May 2018,"Shillong, Meghalaya",91.8932535,25.5787726
2018-06-10T00:00:00Z,Jharkhand,Ranchi,Other,0,0,0,0,Jun 2018,"Ranchi, Jharkhand",85.309562,23.3440997
2018-07-08T00:00:00Z,Tamil Nadu,Erode,Other,0,0,1,1,Jul 2018,"Erode, Tamil Nadu",77.7171642,11.3410364
2018-08-13T00:00:00Z,Delhi,New Delhi,Other,0,0,1,0,Aug 2018,"New Delhi, Delhi",77.2090212,28.6139391
2018-09-28T00:00:00Z,Punjab,Ludhiana,Other,0,0,1,0,Sep 2018,"Ludhiana, Punjab",75.8572758,30.900965
2018-12-10T00:00:00Z,Uttar Pradesh,Bareilly,Other,0,0,1,0,Dec 2018,"Bareilly, Uttar Pradesh",79.4304381,28.3670355
2018-12-17T00:00:00Z,Uttar Pradesh,Shahjahanpur,Other,0,0,1,0,Dec 2018,"Shahjahanpur, Uttar Pradesh",79.9147268,27.8753399
2018-12-23T00:00:00Z,Maharashtra,Kolhapur,Other,0,1,1,0,Dec 2018,"Kolhapur, Maharashtra",74.24325270000001,16.7049873
2010-03-06T00:00:00Z,Uttar Pradesh,Kanpur,Religious conversion,0,1,0,1,Mar 2010,"Kanpur, Uttar Pradesh",80.3318736,26.449923
2010-05-23T00:00:00Z,Andhra Pradesh,Anantapur,Religious conversion,0,1,1,0,May 2010,"Anantapur, Andhra Pradesh",77.6005911,14.6818877
2011-08-09T00:00:00Z,Andhra Pradesh,Nalgonda,Religious conversion,0,0,1,0,Aug 2011,"Nalgonda, Andhra Pradesh",77.4357739,15.089217
2013-10-16T00:00:00Z,Andhra Pradesh,Vikarabad,Religious conversion,0,0,0,0,Oct 2013,"Vikarabad, Andhra Pradesh",77.9048268,17.3364555
2013-12-13T00:00:00Z,Andhra Pradesh,Nalgonda,Religious conversion,0,0,1,0,Dec 2013,"Nalgonda, Andhra Pradesh",77.4357739,15.089217
2013-12-13T00:00:00Z,Andhra Pradesh,Nalgonda,Religious conversion,0,0,0,0,Dec 2013,"Nalgonda, Andhra Pradesh",77.4357739,15.089217
2013-12-29T00:00:00Z,Andhra Pradesh,Nalgonda,Religious conversion,0,0,0,0,Dec 2013,"Nalgonda, Andhra Pradesh",77.4357739,15.089217
2014-01-11T00:00:00Z,Bihar,Jehanabad,Religious conversion,0,1,1,0,Jan 2014,"Jehanabad, Bihar",84.9853322,25.2132649
2014-01-11T00:00:00Z,Andhra Pradesh,Vikarabad,Religious conversion,1,0,1,0,Jan 2014,"Vikarabad, Andhra Pradesh",77.9048268,17.3364555
2015-03-17T00:00:00Z,Haryana,Hisar,Religious conversion,0,1,1,0,Mar 2015,"Hisar, Haryana",75.7216527,29.1491875
2016-03-06T00:00:00Z,Chhattisgarh,Raipur,Religious conversion,0,1,1,0,Mar 2016,"Raipur, Chhattisgarh",81.62964130000002,21.2513844
2016-04-20T00:00:00Z,Chhattisgarh,Bastar,Religious conversion,0,1,1,0,Apr 2016,"Bastar, Chhattisgarh",81.9338685,19.2073279
2016-09-16T00:00:00Z,Karnataka,Dakshina Kannada,Religious conversion,0,0,0,0,Sep 2016,"Dakshina Kannada, Karnataka",75.2479061,12.8437814
2016-11-19T00:00:00Z,Kerala,Mallapuram,Religious conversion,1,0,1,0,Nov 2016,"Mallapuram, Kerala",76.0710967,11.0509762
2016-12-18T00:00:00Z,Rajasthan,Sri Ganganagar,Religious conversion,0,0,0,0,Dec 2016,"Sri Ganganagar, Rajasthan",73.87998050000002,29.9093759
2016-12-25T00:00:00Z,Rajasthan,Alwar,Religious conversion,0,0,0,0,Dec 2016,"Alwar, Rajasthan",76.6345735,27.5529907
2017-12-14T00:00:00Z,Madhya Pradesh,Satna,Religious conversion,0,0,1,1,Dec 2017,"Satna, Madhya Pradesh",80.8322428,24.6005075
2017-12-19T00:00:00Z,Rajasthan,Pratapgarh,Religious conversion,0,0,0,0,Dec 2017,"Pratapgarh, Rajasthan",74.77873869999999,24.0316509
2018-01-13T00:00:00Z,Uttar Pradesh,Baghpat,Religious conversion,0,0,1,0,Jan 2018,"Baghpat, Uttar Pradesh",77.22760699999999,28.9427827
2018-02-26T00:00:00Z,Bihar,West Champaran,Religious conversion,0,0,1,0,Feb 2018,"West Champaran, Bihar",84.3542049,27.1543104
2018-02-26T00:00:00Z,Telangana,Karimnagar,Religious conversion,0,0,1,1,Feb 2018,"Karimnagar, Telangana",79.1288412,18.4385553
2018-04-23T00:00:00Z,Uttar Pradesh,Shamli,Religious conversion,0,0,0,0,Apr 2018,"Shamli, Uttar Pradesh",77.3172046,29.4501986
2018-04-30T00:00:00Z,Tamil Nadu,Coimbatore,Religious conversion,0,0,1,0,Apr 2018,"Coimbatore, Tamil Nadu",76.9558321,11.0168445
2018-06-18T00:00:00Z,Uttar Pradesh,Meerut,Religious conversion,0,0,0,1,Jun 2018,"Meerut, Uttar Pradesh",77.7064137,28.9844618
2018-07-07T00:00:00Z,Jammu and Kashmir,Pulwama,Religious conversion,0,0,1,0,Jul 2018,"Pulwama, Jammu and Kashmir",74.89456919999999,33.8716117
2018-10-31T00:00:00Z,Uttar Pradesh,Agra,Religious conversion,0,0,1,1,Oct 2018,"Agra, Uttar Pradesh",78.00807449999999,27.1766701
